"symbol","date","open","high","low","close","volume","adjusted"
"^SP500TR",1999-01-04,1668.52002,1668.52002,1668.52002,1668.52002,0,1668.52002
"^SP500TR",1999-01-05,1691.25,1691.25,1691.25,1691.25,0,1691.25
"^SP500TR",1999-01-06,1729.079956,1729.079956,1729.079956,1729.079956,0,1729.079956
"^SP500TR",1999-01-07,1725.640015,1725.640015,1725.640015,1725.640015,0,1725.640015
"^SP500TR",1999-01-08,1732.930054,1732.930054,1732.930054,1732.930054,0,1732.930054
"^SP500TR",1999-01-11,1717.689941,1717.689941,1717.689941,1717.689941,0,1717.689941
"^SP500TR",1999-01-12,1684.569946,1684.569946,1684.569946,1684.569946,0,1684.569946
"^SP500TR",1999-01-13,1677.72998,1677.72998,1677.72998,1677.72998,0,1677.72998
"^SP500TR",1999-01-14,1647.569946,1647.569946,1647.569946,1647.569946,0,1647.569946
"^SP500TR",1999-01-15,1689.819946,1689.819946,1689.819946,1689.819946,0,1689.819946
"^SP500TR",1999-01-19,1701.709961,1701.709961,1701.709961,1701.709961,0,1701.709961
"^SP500TR",1999-01-20,1708.089966,1708.089966,1708.089966,1708.089966,0,1708.089966
"^SP500TR",1999-01-21,1678.930054,1678.930054,1678.930054,1678.930054,0,1678.930054
"^SP500TR",1999-01-22,1665.390015,1665.390015,1665.390015,1665.390015,0,1665.390015
"^SP500TR",1999-01-25,1677.339966,1677.339966,1677.339966,1677.339966,0,1677.339966
"^SP500TR",1999-01-26,1702.26001,1702.26001,1702.26001,1702.26001,0,1702.26001
"^SP500TR",1999-01-27,1690.079956,1690.079956,1690.079956,1690.079956,0,1690.079956
"^SP500TR",1999-01-28,1720.439941,1720.439941,1720.439941,1720.439941,0,1720.439941
"^SP500TR",1999-01-29,1739.839966,1739.839966,1739.839966,1739.839966,0,1739.839966
"^SP500TR",1999-02-01,1730.810059,1730.810059,1730.810059,1730.810059,0,1730.810059
"^SP500TR",1999-02-02,1715.910034,1715.910034,1715.910034,1715.910034,0,1715.910034
"^SP500TR",1999-02-03,1729.839966,1729.839966,1729.839966,1729.839966,0,1729.839966
"^SP500TR",1999-02-04,1697.910034,1697.910034,1697.910034,1697.910034,0,1697.910034
"^SP500TR",1999-02-05,1685.579956,1685.579956,1685.579956,1685.579956,0,1685.579956
"^SP500TR",1999-02-08,1691.800049,1691.800049,1691.800049,1691.800049,0,1691.800049
"^SP500TR",1999-02-09,1654.23999,1654.23999,1654.23999,1654.23999,0,1654.23999
"^SP500TR",1999-02-10,1664.640015,1664.640015,1664.640015,1664.640015,0,1664.640015
"^SP500TR",1999-02-11,1706.25,1706.25,1706.25,1706.25,0,1706.25
"^SP500TR",1999-02-12,1673.77002,1673.77002,1673.77002,1673.77002,0,1673.77002
"^SP500TR",1999-02-16,1689.75,1689.75,1689.75,1689.75,0,1689.75
"^SP500TR",1999-02-17,1665.680054,1665.680054,1665.680054,1665.680054,0,1665.680054
"^SP500TR",1999-02-18,1683.839966,1683.839966,1683.839966,1683.839966,0,1683.839966
"^SP500TR",1999-02-19,1686.47998,1686.47998,1686.47998,1686.47998,0,1686.47998
"^SP500TR",1999-02-22,1731.319946,1731.319946,1731.319946,1731.319946,0,1731.319946
"^SP500TR",1999-02-23,1730.050049,1730.050049,1730.050049,1730.050049,0,1730.050049
"^SP500TR",1999-02-24,1706.030029,1706.030029,1706.030029,1706.030029,0,1706.030029
"^SP500TR",1999-02-25,1694.829956,1694.829956,1694.829956,1694.829956,0,1694.829956
"^SP500TR",1999-02-26,1685.77002,1685.77002,1685.77002,1685.77002,0,1685.77002
"^SP500TR",1999-03-01,1682.859985,1682.859985,1682.859985,1682.859985,0,1682.859985
"^SP500TR",1999-03-02,1668.369995,1668.369995,1668.369995,1668.369995,0,1668.369995
"^SP500TR",1999-03-03,1671.73999,1671.73999,1671.73999,1671.73999,0,1671.73999
"^SP500TR",1999-03-04,1697.76001,1697.76001,1697.76001,1697.76001,0,1697.76001
"^SP500TR",1999-03-05,1737.050049,1737.050049,1737.050049,1737.050049,0,1737.050049
"^SP500TR",1999-03-08,1747.040039,1747.040039,1747.040039,1747.040039,0,1747.040039
"^SP500TR",1999-03-09,1743.109985,1743.109985,1743.109985,1743.109985,0,1743.109985
"^SP500TR",1999-03-10,1752.75,1752.75,1752.75,1752.75,0,1752.75
"^SP500TR",1999-03-11,1767.930054,1767.930054,1767.930054,1767.930054,0,1767.930054
