"symbol","date","open","high","low","close","volume","adjusted"
"^SP500TR",1990-01-02,386.160004,386.160004,386.160004,386.160004,0,386.160004
"^SP500TR",1990-01-03,385.170013,385.170013,385.170013,385.170013,0,385.170013
"^SP500TR",1990-01-04,382.019989,382.019989,382.019989,382.019989,0,382.019989
"^SP500TR",1990-01-05,378.299988,378.299988,378.299988,378.299988,0,378.299988
"^SP500TR",1990-01-08,380.040009,380.040009,380.040009,380.040009,0,380.040009
"^SP500TR",1990-01-09,375.559998,375.559998,375.559998,375.559998,0,375.559998
"^SP500TR",1990-01-10,373.089996,373.089996,373.089996,373.089996,0,373.089996
"^SP500TR",1990-01-11,374.399994,374.399994,374.399994,374.399994,0,374.399994
"^SP500TR",1990-01-12,365.220001,365.220001,365.220001,365.220001,0,365.220001
"^SP500TR",1990-01-15,362.079987,362.079987,362.079987,362.079987,0,362.079987
"^SP500TR",1990-01-16,366.119995,366.119995,366.119995,366.119995,0,366.119995
"^SP500TR",1990-01-17,362.540009,362.540009,362.540009,362.540009,0,362.540009
"^SP500TR",1990-01-18,363.380005,363.380005,363.380005,363.380005,0,363.380005
"^SP500TR",1990-01-19,364.429993,364.429993,364.429993,364.429993,0,364.429993
"^SP500TR",1990-01-22,355.040009,355.040009,355.040009,355.040009,0,355.040009
"^SP500TR",1990-01-23,356.359985,356.359985,356.359985,356.359985,0,356.359985
"^SP500TR",1990-01-24,348.440002,348.440002,348.440002,348.440002,0,348.440002
"^SP500TR",1990-01-25,350.519989,350.519989,350.519989,350.519989,0,350.519989
"^SP500TR",1990-01-26,350.25,350.25,350.25,350.25,0,350.25
"^SP500TR",1990-01-29,349.670013,349.670013,349.670013,349.670013,0,349.670013
"^SP500TR",1990-01-30,347.380005,347.380005,347.380005,347.380005,0,347.380005
"^SP500TR",1990-01-31,353.940002,353.940002,353.940002,353.940002,0,353.940002
"^SP500TR",1990-02-01,353.679993,353.679993,353.679993,353.679993,0,353.679993
"^SP500TR",1990-02-02,356.029999,356.029999,356.029999,356.029999,0,356.029999
"^SP500TR",1990-02-05,357.279999,357.279999,357.279999,357.279999,0,357.279999
"^SP500TR",1990-02-06,355.049988,355.049988,355.049988,355.049988,0,355.049988
"^SP500TR",1990-02-07,359.529999,359.529999,359.529999,359.529999,0,359.529999
"^SP500TR",1990-02-08,358.700012,358.700012,358.700012,358.700012,0,358.700012
"^SP500TR",1990-02-09,359.579987,359.579987,359.579987,359.579987,0,359.579987
"^SP500TR",1990-02-12,355.890015,355.890015,355.890015,355.890015,0,355.890015
"^SP500TR",1990-02-13,357.01001,357.01001,357.01001,357.01001,0,357.01001
"^SP500TR",1990-02-14,358.100006,358.100006,358.100006,358.100006,0,358.100006
"^SP500TR",1990-02-15,361.230011,361.230011,361.230011,361.230011,0,361.230011
"^SP500TR",1990-02-16,358.98999,358.98999,358.98999,358.98999,0,358.98999
"^SP500TR",1990-02-20,353.910004,353.910004,353.910004,353.910004,0,353.910004
"^SP500TR",1990-02-21,353.570007,353.570007,353.570007,353.570007,0,353.570007
"^SP500TR",1990-02-22,351.480011,351.480011,351.480011,351.480011,0,351.480011
"^SP500TR",1990-02-23,349.899994,349.899994,349.899994,349.899994,0,349.899994
"^SP500TR",1990-02-26,354.880005,354.880005,354.880005,354.880005,0,354.880005
"^SP500TR",1990-02-27,356.660004,356.660004,356.660004,356.660004,0,356.660004
"^SP500TR",1990-02-28,358.5,358.5,358.5,358.5,0,358.5
"^SP500TR",1990-03-01,359.459991,359.459991,359.459991,359.459991,0,359.459991
"^SP500TR",1990-03-02,362.48999,362.48999,362.48999,362.48999,0,362.48999
"^SP500TR",1990-03-05,360.679993,360.679993,360.679993,360.679993,0,360.679993
"^SP500TR",1990-03-06,365.23999,365.23999,365.23999,365.23999,0,365.23999
"^SP500TR",1990-03-07,364.190002,364.190002,364.190002,364.190002,0,364.190002
"^SP500TR",1990-03-08,367.790009,367.790009,367.790009,367.790009,0,367.790009
"^SP500TR",1990-03-09,365.420013,365.420013,365.420013,365.420013,0,365.420013
"^SP500TR",1990-03-12,366.23999,366.23999,366.23999,366.23999,0,366.23999
"^SP500TR",1990-03-13,363.369995,363.369995,363.369995,363.369995,0,363.369995
"^SP500TR",1990-03-14,364.320007,364.320007,364.320007,364.320007,0,364.320007
"^SP500TR",1990-03-15,365.630005,365.630005,365.630005,365.630005,0,365.630005
"^SP500TR",1990-03-16,369.790009,369.790009,369.790009,369.790009,0,369.790009
"^SP500TR",1990-03-19,371.559998,371.559998,371.559998,371.559998,0,371.559998
"^SP500TR",1990-03-20,369.470001,369.470001,369.470001,369.470001,0,369.470001
"^SP500TR",1990-03-21,367.48999,367.48999,367.48999,367.48999,0,367.48999
"^SP500TR",1990-03-22,363.109985,363.109985,363.109985,363.109985,0,363.109985
"^SP500TR",1990-03-23,364.769989,364.769989,364.769989,364.769989,0,364.769989
"^SP500TR",1990-03-26,365.440002,365.440002,365.440002,365.440002,0,365.440002
"^SP500TR",1990-03-27,369.640015,369.640015,369.640015,369.640015,0,369.640015
"^SP500TR",1990-03-28,370.190002,370.190002,370.190002,370.190002,0,370.190002
"^SP500TR",1990-03-29,368.880005,368.880005,368.880005,368.880005,0,368.880005
"^SP500TR",1990-03-30,368,368,368,368,0,368
"^SP500TR",1990-04-02,366.720001,366.720001,366.720001,366.720001,0,366.720001
"^SP500TR",1990-04-03,372.130005,372.130005,372.130005,372.130005,0,372.130005
"^SP500TR",1990-04-04,369.529999,369.529999,369.529999,369.529999,0,369.529999
"^SP500TR",1990-04-05,369.149994,369.149994,369.149994,369.149994,0,369.149994
"^SP500TR",1990-04-06,368.480011,368.480011,368.480011,368.480011,0,368.480011
"^SP500TR",1990-04-09,369.890015,369.890015,369.890015,369.890015,0,369.890015
"^SP500TR",1990-04-10,370.649994,370.649994,370.649994,370.649994,0,370.649994
"^SP500TR",1990-04-11,370.48999,370.48999,370.48999,370.48999,0,370.48999
"^SP500TR",1990-04-12,373.140015,373.140015,373.140015,373.140015,0,373.140015
"^SP500TR",1990-04-16,373.609985,373.609985,373.609985,373.609985,0,373.609985
"^SP500TR",1990-04-17,373.549988,373.549988,373.549988,373.549988,0,373.549988
"^SP500TR",1990-04-18,369.279999,369.279999,369.279999,369.279999,0,369.279999
"^SP500TR",1990-04-19,366.429993,366.429993,366.429993,366.429993,0,366.429993
"^SP500TR",1990-04-20,363.220001,363.220001,363.220001,363.220001,0,363.220001
"^SP500TR",1990-04-23,358.850006,358.850006,358.850006,358.850006,0,358.850006
"^SP500TR",1990-04-24,358.130005,358.130005,358.130005,358.130005,0,358.130005
"^SP500TR",1990-04-25,359.980011,359.980011,359.980011,359.980011,0,359.980011
"^SP500TR",1990-04-26,361,361,361,361,0,361
"^SP500TR",1990-04-27,356.880005,356.880005,356.880005,356.880005,0,356.880005
"^SP500TR",1990-04-30,358.820007,358.820007,358.820007,358.820007,0,358.820007
"^SP500TR",1990-05-01,360.480011,360.480011,360.480011,360.480011,0,360.480011
"^SP500TR",1990-05-02,362.920013,362.920013,362.920013,362.920013,0,362.920013
"^SP500TR",1990-05-03,364.209991,364.209991,364.209991,364.209991,0,364.209991
"^SP500TR",1990-05-04,367.459991,367.459991,367.459991,367.459991,0,367.459991
